accuracy,batch_size,epochs,f1_score,input_ratio,model_name,neurons,precision,recall,train_ratio
0.916354969618,8,4,0.87229718212,0,oneLayer_perm,32,0.881918574591,0.862883455477,20
0.91619178494,16,4,0.869390049658,0,oneLayer_perm,32,0.898046372724,0.842505999092,20
0.914139093466,32,4,0.865245932576,0,oneLayer_perm,32,0.900545742785,0.83260911862,20
0.913232989071,64,4,0.864709230306,0,oneLayer_perm,32,0.893702422145,0.837538102341,20
0.920816782256,8,8,0.876707565778,0,oneLayer_perm,32,0.904747446867,0.850353460017,20
0.920460352565,16,8,0.876892605049,0,oneLayer_perm,32,0.899221636064,0.855645632012,20
0.918016876731,32,8,0.87122341466,0,oneLayer_perm,32,0.90759479439,0.837654841429,20
0.916131664269,64,8,0.86974789916,0,oneLayer_perm,32,0.895119774864,0.84577469356,20
0.924355313164,8,16,0.882325826859,0,oneLayer_perm,32,0.909653158489,0.856592515727,20
0.920855431258,16,16,0.878660592015,0,oneLayer_perm,32,0.892182423489,0.865542512485,20
0.922203852017,32,16,0.879358567966,0,oneLayer_perm,32,0.903584283349,0.85639795058,20
0.919348120155,64,16,0.873867520937,0,oneLayer_perm,32,0.90606372904,0.84388092613,20
0.924677927283,8,4,0.883856442855,0,oneLayer_perm,32,0.902867965368,0.865629053178,40
0.92211852276,16,4,0.879402064049,0,oneLayer_perm,32,0.902297909503,0.857639429313,40
0.920360721443,32,4,0.875108872307,0,oneLayer_perm,32,0.910092634095,0.842715088629,40
0.917721156599,64,4,0.871208862121,0,oneLayer_perm,32,0.904225037674,0.840518806744,40
0.925204695104,8,8,0.885855840899,0,oneLayer_perm,32,0.895298315023,0.876610462603,40
0.9282679645,16,8,0.88866770937,0,oneLayer_perm,32,0.914026653017,0.864677907479,40
0.925868880618,32,8,0.884639716299,0,oneLayer_perm,32,0.912436128368,0.858486813662,40
0.923733180647,64,8,0.8816736253,0,oneLayer_perm,32,0.906475477213,0.858192823173,40
0.929310048669,8,16,0.889247716956,0,oneLayer_perm,32,0.923856921844,0.857137916126,40
0.928829086745,16,16,0.889101031369,0,oneLayer_perm,32,0.918317698446,0.86168612192,40
0.928245061552,32,16,0.888608405034,0,oneLayer_perm,32,0.914171802703,0.864435797665,40
0.926555969081,64,16,0.885645766656,0,oneLayer_perm,32,0.914010746357,0.858988326848,40
0.928054279212,8,4,0.886966847027,0,oneLayer_perm,32,0.924242850314,0.852581063554,60
0.92690342251,16,4,0.887144467281,0,oneLayer_perm,32,0.907418961074,0.86775616083,60
0.925649504015,32,4,0.885114063143,0,oneLayer_perm,32,0.90612178355,0.865058365759,60
0.921363851076,64,4,0.877225917185,0,oneLayer_perm,32,0.907955365569,0.84850843061,60
0.929797741229,8,8,0.892331199452,0,oneLayer_perm,32,0.906444016271,0.878651102464,60
0.927934040452,16,8,0.890383937086,0,oneLayer_perm,32,0.89683939051,0.88402075227,60
0.930201399923,32,8,0.890887853604,0,oneLayer_perm,32,0.923329529959,0.860648508431,60
0.926937776442,64,8,0.886855440435,0,oneLayer_perm,32,0.910009007288,0.864850843061,60
0.932623352085,8,16,0.894834912932,0,oneLayer_perm,32,0.925902294227,0.865784695201,60
0.932219693391,16,16,0.893564222906,0,oneLayer_perm,32,0.930614079443,0.859351491569,60
0.929402671018,32,16,0.892301242073,0,oneLayer_perm,32,0.90146661725,0.883320363165,60
0.930991540344,64,16,0.891399840513,0,oneLayer_perm,32,0.930552812033,0.855408560311,60
0.931535554792,8,4,0.894045720362,0,oneLayer_perm,32,0.916707549741,0.872477302205,80
0.930075575404,16,4,0.890596866518,0,oneLayer_perm,32,0.923840321142,0.859662775616,80
0.927447612504,32,4,0.886877343332,0,oneLayer_perm,32,0.916579020205,0.859040207523,80
0.925025764342,64,4,0.883041719139,0,oneLayer_perm,32,0.913110938712,0.854889753567,80
0.93246307111,8,8,0.895758218452,0,oneLayer_perm,32,0.91591217132,0.876472114137,80
0.932377189969,16,8,0.893832753553,0,oneLayer_perm,32,0.930649146451,0.859818417639,80
0.931329440055,32,8,0.893449176483,0,oneLayer_perm,32,0.918616758919,0.86962386511,80
0.930281690141,64,8,0.891745566075,0,oneLayer_perm,32,0.917563117453,0.867341115435,80
0.934300927516,8,16,0.89725199452,0,oneLayer_perm,32,0.930314171123,0.866459143969,80
0.933648230849,16,16,0.897345273843,0,oneLayer_perm,32,0.919808237089,0.875953307393,80
0.934438337341,32,16,0.897872909699,0,oneLayer_perm,32,0.927016574586,0.870505836576,80
0.933081415321,64,16,0.89495820976,0,oneLayer_perm,32,0.93163064833,0.861063553826,80
