accuracy,batch_size,epochs,f1_score,input_ratio,model_name,neurons,precision,recall,train_ratio
0.7921971958,8,4,0.666721765362,0,oneLayer_feat,32,0.710759335673,0.627822816006,20
0.789534708952,16,4,0.661411556636,0,oneLayer_feat,32,0.707566552851,0.620909267786,20
0.783599939879,32,4,0.642285195071,0,oneLayer_feat,32,0.709346629663,0.58680848304,20
0.772116891761,64,4,0.62496996424,0,oneLayer_feat,32,0.686551868702,0.573526169012,20
0.795052927662,8,8,0.66535778144,0,oneLayer_feat,32,0.72413003663,0.615409559634,20
0.793494084555,16,8,0.672031863815,0,oneLayer_feat,32,0.708596413008,0.639055710487,20
0.794696497971,32,8,0.672170716989,0,oneLayer_feat,32,0.71303664693,0.63573513198,20
0.789942670646,64,8,0.658941159244,0,oneLayer_feat,32,0.712435545638,0.612919125754,20
0.798114787538,8,16,0.68591242534,0,oneLayer_feat,32,0.707231720926,0.66584084571,20
0.797766946514,16,16,0.676601267692,0,oneLayer_feat,32,0.718916000233,0.638990855438,20
0.794391600283,32,16,0.664296782426,0,oneLayer_feat,32,0.722927603467,0.614462675919,20
0.794722263973,64,16,0.670576398269,0,oneLayer_feat,32,0.715348536309,0.631078539464,20
0.796621815059,8,4,0.676249156899,0,oneLayer_feat,32,0.714929946617,0.641539126675,40
0.796266819353,16,4,0.676862161033,0,oneLayer_feat,32,0.712692918205,0.644461738003,40
0.794136845119,32,4,0.666146674838,0,oneLayer_feat,32,0.719284525457,0.620319930826,40
0.786910964787,64,4,0.664563579334,0,oneLayer_feat,32,0.693974361388,0.637544314743,40
0.799461780704,8,8,0.676989762981,0,oneLayer_feat,32,0.72528406284,0.634725464764,40
0.799060979101,16,8,0.676439674725,0,oneLayer_feat,32,0.724450500622,0.63439688716,40
0.796524477526,32,8,0.665291552466,0,oneLayer_feat,32,0.730495573757,0.610773886727,40
0.793575722874,64,8,0.6619977124,0,oneLayer_feat,32,0.722915002969,0.610549070471,40
0.803046092184,8,16,0.683125449085,0,oneLayer_feat,32,0.730903428019,0.64121054907,40
0.801219582021,16,16,0.683022141064,0,oneLayer_feat,32,0.723481624758,0.646848249027,40
0.799364443172,32,16,0.681251307615,0,oneLayer_feat,32,0.718622860213,0.64757457847,40
0.800068708846,64,16,0.675332403533,0,oneLayer_feat,32,0.73033685269,0.62803285776,40
0.797397689698,8,4,0.663931390147,0,oneLayer_feat,32,0.736379724434,0.604461738003,60
0.798411130674,16,4,0.67267250516,0,oneLayer_feat,32,0.72736594487,0.625629053178,60
0.796753553485,32,4,0.669598603839,0,oneLayer_feat,32,0.725018896447,0.622049286641,60
0.791677760124,64,4,0.670855157815,0,oneLayer_feat,32,0.703363305258,0.64121919585,60
0.801709108086,8,8,0.688614355461,0,oneLayer_feat,32,0.717187324418,0.662230869001,60
0.798969382059,16,8,0.67590656716,0,oneLayer_feat,32,0.724853740385,0.633151750973,60
0.79782711384,32,8,0.671660111027,0,oneLayer_feat,32,0.726436157374,0.624565499351,60
0.797912998669,64,8,0.668414080776,0,oneLayer_feat,32,0.731704307047,0.615201037613,60
0.80404517542,8,16,0.687203531573,0,oneLayer_feat,32,0.72874505699,0.650142671855,60
0.802937261133,16,16,0.6784478047,0,oneLayer_feat,32,0.737830341086,0.627911802853,60
0.799905526689,32,16,0.670466760962,0,oneLayer_feat,32,0.737200622084,0.614811932555,60
0.802490660025,64,16,0.687807990443,0,oneLayer_feat,32,0.721470680375,0.657146562905,60
0.801923737547,8,4,0.679631070119,0,oneLayer_feat,32,0.731535195263,0.634604409857,80
0.799536241841,16,4,0.680167712587,0,oneLayer_feat,32,0.720841078067,0.643839169909,80
0.800223290965,32,4,0.68105410371,0,oneLayer_feat,32,0.722312703583,0.644254215305,80
0.798230848506,64,4,0.6722834426,0,oneLayer_feat,32,0.727157513579,0.625110246433,80
0.80642390931,8,8,0.689582989038,0,oneLayer_feat,32,0.735012624039,0.64944228275,80
0.803194778427,16,8,0.683410698497,0,oneLayer_feat,32,0.731039782467,0.641608300908,80
0.803366540708,32,8,0.687673923719,0,oneLayer_feat,32,0.72518556879,0.653852140078,80
0.801099278598,64,8,0.685479928296,0,oneLayer_feat,32,0.719318246594,0.654682230869,80
0.807574716592,8,16,0.693915466791,0,oneLayer_feat,32,0.732944707376,0.658832684825,80
0.806080384748,16,16,0.69307307525,0,oneLayer_feat,32,0.728025586841,0.661322957198,80
0.8062349708,32,16,0.693426094519,0,oneLayer_feat,32,0.728113229083,0.661893644617,80
0.806011679835,64,16,0.693014406089,0,oneLayer_feat,32,0.727833285755,0.661374837873,80
