,avg_acc,fpos_rate,fneg_rate,precision,recall,f1_score,avg_test_time,avg_train_time
0.2,0.900537371764,0.0482266731803,0.0512359550562,0.903549794828,0.898152333344,0.898152333344,0.00196256637573,0.182149219513
0.4,0.903886404099,0.0455599461548,0.050553649746,0.908884064264,0.899899557896,0.899899557896,0.00124778747559,0.288579034805
0.6,0.904383508109,0.0474565231551,0.0481599687358,0.905093135339,0.903834185137,0.903834185137,0.000886344909668,0.402710819244
0.8,0.903920802397,0.0469714732317,0.0491077243715,0.906069288877,0.902247729089,0.902247729089,0.000477170944214,0.514855003357
