,avg_acc,fpos_rate,fneg_rate,precision,recall,f1_score,avg_test_time,avg_train_time
0.2,0.781625142485,0.115811757043,0.102563100472,0.76838402918,0.79126514841,2.33124892584,0.00586862564087,0.0204305648804
0.4,0.785609448956,0.128655173911,0.0857353771332,0.742700825011,0.812887678839,2.33059941894,0.00398163795471,0.0475459575653
0.6,0.788288933759,0.131752751905,0.079958314336,0.7365116582,0.821646478381,2.33169319378,0.00278367996216,0.0767031669617
0.8,0.791350788068,0.128904519995,0.079744691937,0.74222453764,0.823150117747,2.34167090014,0.00145659446716,0.11125202179
