,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall
0,8630.42704916,10.5832588673,0.950971322849,0.928517907987,0.96300901461,0.896412037037,0.959294855322,0.940935192781,0.970986609204,0.912688078704
