,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall
0,9441.88549685,10.7933909893,0.953540960016,0.933937445191,0.943591258122,0.924479166667,0.962815439174,0.947245615954,0.95486953326,0.939742476852
