"STATION","NAME","DATE","CDSD","EMNT","EMXT","HDSD","TAVG","TMAX","TMIN"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1976-05","106","38","84","4111","62.1","72.9","51.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1976-06","413","49","94","4124","74.8","85.1","64.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1976-07","724","55","92","0","75.0","85.2","64.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1976-08","1001","51","93","0","73.9","84.1","63.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1976-09","1111","44","92","36","67.5","77.9","57.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1976-10","1120","27","76","421","52.9","61.6","44.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1976-11","1120","15","71","1145","40.9","51.3","30.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1976-12","1120","11","54","2149","32.6","41.8","23.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1977-01","0","-2","48","3455","22.9","30.9","14.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1977-02","0","10","73","4253","36.5","47.3","25.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1977-03","9","24","85","4729","49.9","61.4","38.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1977-04","45","27","89","4980","57.9","70.4","45.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1977-05","163","41","94","5044","66.7","78.7","54.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1977-06","374","43","92","5064","71.4","82.1","60.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1977-07","807","55","99","0","78.9","90.0","67.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1977-08","1201","52","98","0","77.7","87.8","67.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1977-09","1424","47","95","10","72.1","81.6","62.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1977-10","1430","35","82","295","56.0","65.8","46.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1977-11","1439","26","78","779","49.2","56.1","42.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1977-12","1439","10","59","1692","35.6","44.3","26.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1978-01","0","8","57","2800","29.2","36.6","21.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1978-02","0","11","51","3855","27.3","34.9","19.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1978-03","0","11","79","4578","41.7","50.5","32.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1978-04","0","34","88","4902","54.2","65.5","42.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1978-05","62","36","88","5047","62.3","71.7","53.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1978-06","314","46","97","5056","73.1","84.5","61.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1978-07","651","55","100","1","75.8","85.4","66.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1978-08","1057","58","93","1","78.1","86.4","69.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1978-09","1233","43","91","37","69.7","80.1","59.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1978-10","1244","33","85","324","56.1","68.9","43.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1978-11","1244","25","77","815","48.6","58.0","39.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1978-12","1244","18","72","1586","40.1","50.3","29.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1979-01","0","8","64","2575","33.1","40.4","25.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1979-02","0","-3","57","3681","25.5","33.2","17.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1979-03","15","18","87","4209","48.4","60.5","36.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1979-04","18","30","77","4570","53.1","62.2","44.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1979-05","87","39","88","4650","64.6","74.0","55.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1979-06","265","50","89","4657","70.7","81.2","60.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1979-07","605","51","94","3","75.9","85.0","66.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1979-08","939","53","94","6","75.6","84.5","66.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1979-09","1078","46","88","30","68.8","77.4","60.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1979-10","1105","33","85","347","55.6","65.7","45.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1979-11","1105","25","74","780","50.6","60.8","40.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1979-12","1105","17","71","1544","40.3","50.2","30.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1980-01","0","17","54","2511","33.8","40.5","27.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1980-02","0","9","62","3484","31.4","40.5","22.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1980-03","0","11","70","4214","41.4","51.0","31.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1980-04","0","28","79","4493","55.7","66.3","45.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1980-05","92","38","89","4569","65.5","76.6","54.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1980-06","288","47","95","4577","71.3","83.3","59.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1980-07","697","53","102","0","78.2","89.2","67.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1980-08","1122","58","99","0","78.7","89.1","68.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1980-09","1361","40","98","22","72.2","83.5","60.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1980-10","1377","31","83","340","55.3","65.9","44.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1980-11","1377","25","71","965","44.2","53.9","34.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1980-12","1377","5","74","1880","35.5","44.7","26.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1981-01","0","0","54","3032","27.9","36.9","18.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1981-02","0","12","73","3765","38.8","49.6","28.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1981-03","0","19","78","4480","41.9","52.6","31.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1981-04","17","31","85","4739","57.0","68.6","45.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1981-05","84","41","90","4891","62.2","73.2","51.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1981-06","363","55","95","4892","74.3","84.0","64.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1981-07","745","56","96","0","77.3","86.7","67.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1981-08","1037","51","93","0","74.4","84.5","64.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1981-09","1173","40","92","54","67.7","77.0","58.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1981-10","1178","28","83","425","53.2","63.5","42.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1981-11","1178","22","73","988","46.2","55.4","37.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1981-12","1178","10","65","1935","34.4","41.7","27.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1982-01","0","-7","55","3159","25.5","33.9","17.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1982-02","0","15","66","3976","35.8","44.0","27.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1982-03","0","20","69","4661","42.9","52.1","33.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1982-04","4","22","81","5092","50.8","62.6","38.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1982-05","98","42","91","5154","66.1","77.1","55.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1982-06","251","53","92","5176","69.4","78.4","60.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1982-07","627","56","96","0","77.1","87.2","67.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1982-08","879","49","92","5","72.9","83.6","62.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1982-09","993","46","91","50","67.3","77.2","57.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1982-10","1018","30","82","346","56.3","67.0","45.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1982-11","1022","22","81","846","48.4","58.6","38.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1982-12","1023","14","74","1561","42.0","50.6","33.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1983-01","0","14","58","2504","34.6","41.8","27.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1983-02","0","1","59","3352","34.7","43.5","26.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1983-03","0","25","77","3961","45.3","53.6","37.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1983-04","17","29","87","4376","51.7","61.1","42.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1983-05","64","33","86","4532","61.5","72.8","50.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1983-06","285","50","93","4539","72.1","82.5","61.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1983-07","709","55","98","0","78.7","90.5","66.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1983-08","1112","55","105","0","78.0","88.6","67.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1983-09","1320","39","100","72","69.5","81.5","57.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1983-10","1342","29","85","335","57.2","66.3","48.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1983-11","1342","30","71","874","47.0","57.1","37.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1983-12","1342","0","60","1859","33.2","40.5","25.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1984-01","0","-7","60","2990","28.5","36.9","20.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1984-02","0","16","71","3666","41.7","49.8","33.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1984-03","0","13","63","4498","38.2","45.9","30.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1984-04","0","28","76","4905","51.5","60.7","42.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1984-05","56","40","90","5076","61.3","71.4","51.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1984-06","317","44","95","5086","73.4","84.5","62.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1984-07","592","54","94","0","73.8","83.2","64.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1984-08","902","51","89","1","75.0","84.1","65.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1984-09","995","44","92","101","64.8","75.3","54.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1984-10","1034","40","83","229","62.1","70.6","53.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1984-11","1034","20","68","861","43.9","54.4","33.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1984-12","1035","19","77","1510","44.1","53.2","35.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1985-01","0","-6","64","2618","29.2","37.3","21.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1985-02","2","16","79","3357","38.7","47.4","29.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1985-03","8","18","83","3953","46.0","56.3","35.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1985-04","49","22","93","4209","57.8","70.6","45.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1985-05","135","37","89","4292","65.1","76.2","54.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1985-06","307","48","91","4303","70.4","80.0","60.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1985-07","662","55","95","0","76.5","87.1","65.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1985-08","954","55","99","0","74.4","83.9","65.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1985-09","1128","43","95","43","69.3","80.4","58.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1985-10","1144","29","82","250","58.8","68.4","49.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1985-11","1148","31","77","634","52.4","59.8","44.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1985-12","1148","8","62","1603","33.7","43.2","24.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1986-01","0","9","68","2591","33.2","42.8","23.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1986-02","0","9","65","3489","32.9","39.2","26.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1986-03","0","12","84","4109","45.0","57.1","32.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1986-04","0","35","81","4456","53.5","63.8","43.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1986-05","139","34","93","4544","66.6","78.8","54.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1986-06","426","47","96","4551","74.4","87.0","61.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1986-07","870","53","99","0","79.3","89.5","69.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1986-08","1145","45","92","24","73.1","82.2","63.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1986-09","1298","42","93","61","68.9","78.6","59.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1986-10","1351","33","89","302","58.9","68.8","49.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1986-11","1351","18","76","909","44.8","53.6","35.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1986-12","1351","14","61","1741","38.2","46.5","29.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1987-01","0","-3","62","2750","32.4","39.6","25.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1987-02","0","12","52","3611","34.3","42.9","25.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1987-03","0","21","74","4193","46.2","57.3","35.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1987-04","6","25","80","4557","53.1","62.7","43.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1987-05","117","39","93","4670","64.9","76.0","53.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1987-06","402","50","95","4671","74.4","85.3","63.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1987-07","868","58","98","0","80.0","90.0","70.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1987-08","1212","52","97","2","76.1","85.9","66.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1987-09","1358","47","86","18","69.3","78.2","60.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1987-10","1358","30","73","438","51.5","63.3","39.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1987-11","1358","19","77","955","47.8","58.1","37.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1987-12","1358","17","65","1736","39.8","47.8","31.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1988-01","0","3","62","2863","28.7","37.9","19.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1988-02","0","9","71","3709","35.8","45.0","26.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1988-03","1","23","79","4330","45.0","56.3","33.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1988-04","5","32","77","4725","52.0","61.4","42.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1988-05","73","40","91","4825","64.0","73.8","54.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1988-06","342","48","100","4854","73.0","84.5","61.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1988-07","818","50","104","2","80.3","91.9","68.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1988-08","1237","56","103","2","78.5","88.4","68.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1988-09","1332","48","90","44","66.8","76.8","56.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1988-10","1339","27","80","474","51.3","62.7","40.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1988-11","1339","26","70","982","48.1","58.7","37.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1988-12","1339","9","69","1872","36.3","45.8","26.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1989-01","0","13","63","2713","37.8","47.2","28.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1989-02","0","15","71","3514","36.4","44.2","28.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1989-03","13","19","85","4185","43.8","53.1","34.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1989-04","16","30","79","4565","52.5","63.0","41.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1989-05","72","40","87","4714","62.0","71.5","52.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1989-06","339","55","93","4714","73.9","82.3","65.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1989-07","680","57","94","0","76.0","84.2","67.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1989-08","972","53","92","0","74.4","82.7","66.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1989-09","1144","40","93","54","68.9","77.7","60.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1989-10","1167","36","86","287","58.2","69.5","47.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1989-11","1168","17","77","893","44.8","54.6","35.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1989-12","1168","4","54","2123","25.3","33.0","17.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1990-01","0","22","68","2838","42.0","51.3","32.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1990-02","0","13","70","3475","42.2","53.2","31.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1990-03","17","18","86","4034","47.6","57.8","37.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1990-04","55","28","92","4379","54.8","65.5","44.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1990-05","79","43","84","4487","62.3","72.1","52.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1990-06","333","49","96","4492","73.3","84.4","62.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1990-07","748","62","101","1","78.4","87.7","69.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1990-08","1044","60","91","1","74.6","83.1","66.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1990-09","1177","41","89","65","67.3","77.5","57.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1990-10","1244","30","86","265","60.7","71.9","49.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1990-11","1244","27","79","727","49.6","61.5","37.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1990-12","1244","19","69","1435","42.2","52.1","32.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1991-01","0","12","56","2348","35.5","44.9","26.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1991-02","0","16","73","3030","40.7","51.4","29.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1991-03","1","24","77","3600","46.6","55.7","37.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1991-04","24","28","87","3895","55.9","66.3","45.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1991-05","253","45","98","3953","70.5","82.6","58.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1991-06","546","51","99","3957","74.6","86.3","62.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1991-07","997","60","102","0","79.5","89.5","69.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1991-08","1391","59","99","0","77.7","88.5","67.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1991-09","1561","42","98","50","69.0","80.0","58.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1991-10","1589","31","85","301","57.8","69.2","46.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1991-11","1591","18","74","880","45.8","55.9","35.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1991-12","1591","14","67","1696","38.7","47.7","29.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1992-01","0","9","63","2641","34.5","43.6","25.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1992-02","0","11","61","3451","37.1","46.4","27.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1992-03","0","19","67","4187","41.3","50.6","31.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1992-04","6","25","84","4582","52.0","62.2","41.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1992-05","42","38","91","4749","60.8","71.2","50.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1992-06","205","46","93","4759","70.1","81.6","58.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1992-07","590","59","98","0","77.4","86.9","67.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1992-08","818","51","95","2","72.3","82.7","62.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1992-09","953","40","88","56","67.7","77.0","58.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1992-10","956","28","85","391","54.3","65.4","43.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1992-11","956","24","74","927","47.1","55.7","38.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1992-12","956","15","72","1736","38.9","46.5","31.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1993-01","0","19","66","2578","37.8","45.7","30.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1993-02","0","9","58","3519","31.4","40.4","22.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1993-03","0","10","67","4313","39.4","47.5","31.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1993-04","0","30","81","4689","52.5","63.3","41.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1993-05","66","41","89","4756","65.0","76.5","53.5"
