"STATION","NAME","DATE","CDSD","EMNT","EMXT","HDSD","TAVG","TMAX","TMIN"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1993-06","296","44","96","4768","72.2","83.9","60.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1993-07","765","59","100","0","80.1","90.7","69.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1993-08","1125","58","98","0","76.6","87.8","65.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1993-09","1297","41","95","56","68.8","78.2","59.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1993-10","1300","37","80","355","55.5","65.3","45.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1993-11","1304","25","79","917","46.4","56.8","36.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1993-12","1304","9","61","1810","36.2","44.0","28.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1994-01","0","-5","55","2987","27.0","34.8","19.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1994-02","0","14","66","3856","34.0","42.7","25.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1994-03","0","23","80","4539","42.9","52.4","33.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1994-04","37","33","92","4737","59.6","71.0","48.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1994-05","83","40","90","4920","60.6","72.4","48.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1994-06","450","48","101","4921","77.2","88.6","65.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1994-07","917","64","98","0","80.1","89.1","71.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1994-08","1200","54","95","0","74.1","83.6","64.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1994-09","1308","47","91","15","68.1","78.3","57.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1994-10","1314","36","80","276","56.7","68.1","45.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1994-11","1316","24","79","673","51.9","62.2","41.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1994-12","1316","21","68","1367","42.6","51.4","33.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1995-01","0","14","71","2174","39.0","46.3","31.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1995-02","0","5","59","3066","33.1","41.9","24.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1995-03","0","22","77","3598","47.8","58.5","37.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1995-04","18","30","90","3912","55.1","66.8","43.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1995-05","85","43","89","3994","64.5","75.1","53.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1995-06","371","57","96","3994","74.6","84.1","65.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1995-07","882","58","102","0","81.5","91.7","71.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1995-08","1350","60","100","0","80.1","90.4","69.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1995-09","1542","51","94","30","70.4","80.3","60.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1995-10","1600","38","86","211","61.0","72.2","49.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1995-11","1603","24","75","888","42.6","51.4","33.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1995-12","1603","15","65","1851","33.9","40.9","26.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1996-01","0","6","59","2884","31.7","39.5","23.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1996-02","0","-1","73","3733","35.7","43.4","28.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1996-03","0","11","73","4512","39.9","49.8","30.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1996-04","19","29","89","4861","54.0","66.3","41.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1996-05","87","34","94","5066","60.6","70.8","50.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1996-06","347","45","92","5078","73.2","84.5","62.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1996-07","634","53","92","0","74.3","83.9","64.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1996-08","887","56","92","0","73.1","84.0","62.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1996-09","1016","46","89","45","67.8","77.3","58.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1996-10","1016","34","80","335","55.7","66.6","44.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1996-11","1016","18","73","1080","40.2","50.0","30.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1996-12","1016","11","61","1866","39.6","47.9","31.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1997-01","0","1","69","2867","32.7","41.7","23.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1997-02","0","18","76","3541","40.9","50.6","31.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1997-03","0","22","76","4146","45.5","56.2","34.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1997-04","0","26","78","4547","51.6","63.1","40.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1997-05","18","33","93","4737","59.5","72.2","46.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1997-06","226","44","99","4792","70.1","82.0","58.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1997-07","604","54","99","0","77.2","89.3","65.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1997-08","883","53","101","0","74.0","85.7","62.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1997-09","1002","41","91","52","67.3","78.8","55.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1997-10","1050","28","89","364","56.5","68.3","44.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1997-11","1050","21","65","1004","43.6","52.1","35.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1997-12","1050","21","62","1829","38.4","47.3","29.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1998-01","0","17","68","2577","40.9","49.4","32.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1998-02","0","20","61","3230","41.7","50.3","33.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1998-03","38","17","89","3862","45.8","55.4","36.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1998-04","46","32","81","4165","55.2","67.3","43.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1998-05","156","43","92","4230","66.5","77.2","55.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1998-06","379","46","96","4253","71.7","81.8","61.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1998-07","738","55","99","0","76.6","88.2","65.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1998-08","1070","49","96","1","75.7","87.2","64.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1998-09","1299","42","95","28","71.7","83.6","59.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1998-10","1299","31","82","299","56.2","67.3","45.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1998-11","1299","24","73","867","46.1","58.4","33.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1998-12","1299","9","77","1609","41.1","50.8","31.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1999-01","0","7","68","2536","35.1","44.6","25.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1999-02","0","16","73","3304","37.6","47.3","27.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1999-03","0","18","74","4024","41.8","51.5","32.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1999-04","0","32","83","4380","53.1","64.3","42.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1999-05","52","42","91","4457","64.2","76.5","51.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1999-06","256","50","97","4466","71.5","81.9","61.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1999-07","721","57","102","0","80.0","91.4","68.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1999-08","1053","54","96","0","75.7","85.7","65.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1999-09","1185","45","85","39","68.1","77.0","59.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1999-10","1185","34","79","384","53.9","65.4","42.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1999-11","1185","24","75","837","49.9","60.1","39.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","1999-12","1185","14","68","1641","39.1","48.5","29.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2000-01","0","7","70","2650","32.5","41.4","23.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2000-02","0","11","79","3432","38.0","48.4","27.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2000-03","2","25","83","3948","48.5","60.0","36.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2000-04","8","31","80","4317","52.9","62.9","42.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2000-05","108","38","92","4426","64.7","75.6","53.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2000-06","350","52","95","4434","72.8","82.2","63.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2000-07","590","53","91","0","72.8","81.8","63.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2000-08","852","51","92","1","73.4","82.0","64.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2000-09","962","40","87","102","65.3","75.2","55.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2000-10","977","32","85","363","57.1","69.6","44.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2000-11","977","19","74","986","44.2","55.0","33.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2000-12","977","12","62","2073","29.9","38.1","21.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2001-01","0","14","56","3064","33.0","41.3","24.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2001-02","0","16","69","3807","38.5","48.2","28.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2001-03","0","20","64","4528","41.7","51.3","32.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2001-04","26","29","88","4843","55.4","67.2","43.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2001-05","77","38","90","4945","63.3","75.2","51.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2001-06","361","45","95","4958","74.0","84.4","63.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2001-07","605","50","92","3","72.8","83.3","62.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2001-08","976","58","98","3","77.0","87.0","67.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2001-09","1062","41","85","83","65.2","76.0","54.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2001-10","1074","26","82","376","55.9","69.2","42.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2001-11","1076","23","78","808","50.7","63.4","37.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2001-12","1076","15","75","1519","42.1","51.7","32.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2002-01","0","16","72","2322","39.1","48.6","29.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2002-02","0","17","75","3043","39.3","51.1","27.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2002-03","0","16","78","3663","45.0","55.7","34.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2002-04","57","26","93","3970","56.7","68.1","45.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2002-05","128","34","90","4127","62.2","73.8","50.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2002-06","394","54","97","4130","73.8","85.0","62.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2002-07","816","53","100","0","78.6","89.3","68.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2002-08","1233","56","99","1","78.4","88.9","67.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2002-09","1380","48","90","12","69.5","80.3","58.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2002-10","1422","34","86","333","56.0","63.9","48.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2002-11","1422","22","73","952","44.4","53.8","34.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2002-12","1422","6","58","1905","34.2","42.6","25.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2003-01","0","5","59","3043","28.3","35.3","21.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2003-02","0","9","50","4019","30.1","37.5","22.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2003-03","0","17","75","4674","43.9","54.6","33.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2003-04","6","27","85","5050","52.7","63.5","41.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2003-05","26","39","83","5247","59.3","67.1","51.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2003-06","204","45","93","5280","69.8","78.6","61.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2003-07","532","59","92","0","75.6","84.5","66.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2003-08","883","53","92","0","76.3","84.7","67.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2003-09","997","43","85","25","68.0","76.6","59.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2003-10","999","29","78","335","55.1","65.8","44.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2003-11","1006","24","81","776","50.6","60.6","40.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2003-12","1006","19","62","1663","36.4","45.6","27.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2004-01","0","6","63","2749","27.6","35.0","20.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2004-02","0","8","65","3625","34.8","44.3","25.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2004-03","0","21","75","4227","45.6","55.6","35.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2004-04","22","29","90","4558","54.7","64.9","44.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2004-05","219","41","91","4607","69.8","79.6","59.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2004-06","410","52","91","4621","70.9","80.7","61.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2004-07","758","61","92","0","76.2","84.9","67.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2004-08","1045","53","91","2","74.2","83.0","65.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2004-09","1190","45","86","17","69.3","78.8","59.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2004-10","1192","33","77","316","55.4","64.5","46.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2004-11","1192","26","71","811","48.5","58.2","38.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2004-12","1192","9","62","1664","37.5","46.8","28.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2005-01","0","9","70","2623","34.1","41.5","26.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2005-02","0","14","63","3416","36.7","46.0","27.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2005-03","0","17","69","4173","40.6","49.4","31.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2005-04","12","32","86","4478","55.2","66.7","43.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2005-05","21","34","86","4666","59.2","70.2","48.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2005-06","288","51","92","4676","73.6","83.6","63.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2005-07","689","60","96","0","77.9","86.9","69.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2005-08","1080","56","95","0","77.6","86.3","69.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2005-09","1302","41","93","12","72.0","83.5","60.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2005-10","1322","32","79","257","57.8","66.4","49.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2005-11","1322","19","77","764","48.1","59.6","36.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2005-12","1322","15","58","1727","34.0","42.3","25.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2006-01","0","21","64","2454","41.5","51.2","31.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2006-02","0","12","66","3264","36.1","45.7","26.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2006-03","2","24","84","3868","45.6","56.8","34.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2006-04","11","33","83","4103","57.4","69.1","45.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2006-05","83","38","95","4226","63.3","75.0","51.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2006-06","329","49","95","4230","73.1","83.7","62.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2006-07","789","57","99","0","79.8","90.2","69.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2006-08","1205","55","100","0","78.4","88.8","68.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2006-09","1274","42","84","56","65.4","74.2","56.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2006-10","1289","32","82","376","55.1","65.4","44.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2006-11","1289","26","77","838","49.6","58.6","40.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2006-12","1289","18","75","1538","42.4","52.5","32.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2007-01","0","14","71","2353","38.7","47.4","30.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2007-02","0","8","55","3360","29.0","36.8","21.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2007-03","1","14","83","3976","45.1","56.4","33.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2007-04","9","26","85","4392","51.4","61.3","41.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2007-05","120","36","92","4488","65.5","78.1","52.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2007-06","383","50","97","4489","73.7","84.3","63.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2007-07","751","54","97","0","76.9","87.5","66.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2007-08","1138","60","102","0","77.4","87.7","67.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2007-09","1332","44","93","28","70.6","82.7","58.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2007-10","1428","34","94","173","63.4","74.9","51.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2007-11","1428","22","74","738","46.2","55.6","36.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2007-12","1428","14","63","1582","37.8","45.0","30.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2008-01","0","8","70","2499","35.4","44.5","26.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2008-02","0","13","72","3309","37.1","47.1","27.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2008-03","0","23","71","3931","45.0","55.5","34.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2008-04","5","30","85","4211","55.8","65.8","45.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2008-05","36","38","85","4384","60.5","71.9","49.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2008-06","345","52","96","4384","75.3","86.6","64.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2008-07","732","59","94","0","77.5","87.7","67.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2008-08","998","55","93","0","73.6","84.5","62.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2008-09","1151","49","93","21","69.4","78.9","59.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2008-10","1169","31","82","332","55.5","66.5","44.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2008-11","1169","21","74","921","45.4","53.5","37.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2008-12","1169","14","69","1744","38.5","47.2","29.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2009-01","0","2","55","2852","29.2","37.1","21.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2009-02","0","12","70","3624","37.4","48.4","26.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2009-03","0","8","76","4304","43.1","52.6","33.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2009-04","38","29","91","4646","54.9","65.9","43.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2009-05","106","38","86","4754","63.7","73.4","54.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2009-06","313","46","89","4768","71.4","80.6","62.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2009-07","613","56","94","0","74.6","85.3","64.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2009-08","972","55","94","0","76.6","85.8","67.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2009-09","1062","47","85","41","66.6","75.3","58.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2009-10","1068","34","83","347","55.3","64.4","46.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2009-11","1068","28","73","807","49.7","58.4","40.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2009-12","1068","14","64","1742","34.8","42.5","27.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2010-01","0","8","66","2744","32.7","40.9","24.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2010-02","0","11","46","3698","30.9","37.7","24.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2010-03","0","29","75","4210","48.5","58.2","38.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2010-04","30","34","90","4477","57.1","69.7","44.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2010-05","185","35","92","4558","67.3","77.3","57.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","2010-06","599","56","100","4558","78.8","89.5","68.2"
