,avg_acc,fpos_rate,fneg_rate,precision,recall,f1_score,avg_test_time,avg_train_time
0.2,0.841697979516,0.0394005110257,0.118901509458,0.941099056301,0.841142064033,0.841142064033,0.0133613586426,0.00484728813171
0.4,0.847546521615,0.0442656742056,0.10818780418,0.93382409587,0.852370769812,0.852370769812,0.00942764282227,0.00968770980835
0.6,0.847657491304,0.0471851247477,0.105157383948,0.929460101432,0.855333499775,0.855333499775,0.00648603439331,0.0143783092499
0.8,0.850601167984,0.0462040535898,0.103194778427,0.930928232122,0.857854773532,0.857854773532,0.00389127731323,0.0183494091034
