,avg_acc,fpos_rate,fneg_rate,precision,recall,f1_score,avg_test_time,avg_train_time
0.2,0.875923818521,0.0399587743972,0.0841174070814,0.940264492521,0.882045088389,0.882045088389,0.00601258277893,0.0038556098938
0.4,0.876432865731,0.0418379616376,0.081729172631,0.937453456024,0.88469556624,0.88469556624,0.00418772697449,0.00729384422302
0.6,0.879383346932,0.0407867050286,0.0798299480397,0.939025486294,0.887237743302,0.887237743302,0.00270476341248,0.0103998184204
0.8,0.879869460666,0.0417897629681,0.0783407763655,0.937527282064,0.888961096755,0.888961096755,0.00145535469055,0.013756608963
