,avg_acc,fpos_rate,fneg_rate,precision,recall,f1_score,avg_test_time,avg_train_time
0.2,0.922543104374,0.0397784123849,0.0376784832414,0.940534120819,0.943497718862,0.943497718862,0.0245803833008,0.564554405212
0.4,0.931233896364,0.0350243343831,0.0337417692528,0.947639631928,0.949460097868,0.949460097868,0.0187878131866,1.33175616264
0.6,0.935732382875,0.0318632713531,0.0324043457723,0.95236566733,0.951597933185,0.951597933185,0.0126438140869,2.47918858528
0.8,0.939969082789,0.0305908622467,0.0294400549639,0.954268840673,0.955926425144,0.955926425144,0.00640940666199,3.54180378914
