,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_batch_size,param_epochs,param_neurons,param_optimizer,params,rank_test_score,split0_test_score,split0_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,81.4993100166,58.4160029888,0.644764233257,0.644736845725,10,1,100,Nadam,"{'epochs': 1, 'neurons': 100, 'optimizer': 'Nadam', 'batch_size': 10}",1,0.644764233257,0.644736845725,0.0,0.0,0.0,0.0
1,125.233727217,94.5950388908,0.644764233257,0.644736845725,10,1,200,Nadam,"{'epochs': 1, 'neurons': 200, 'optimizer': 'Nadam', 'batch_size': 10}",1,0.644764233257,0.644736845725,0.0,0.0,0.0,0.0
2,171.204780102,92.5967400074,0.644764233257,0.644736845725,10,1,300,Nadam,"{'epochs': 1, 'neurons': 300, 'optimizer': 'Nadam', 'batch_size': 10}",1,0.644764233257,0.644736845725,0.0,0.0,0.0,0.0
3,220.94618988,89.8996710777,0.644764233257,0.644736845725,10,1,400,Nadam,"{'epochs': 1, 'neurons': 400, 'optimizer': 'Nadam', 'batch_size': 10}",1,0.644764233257,0.644736845725,0.0,0.0,0.0,0.0
4,262.163949966,101.680695057,0.644764233257,0.644736845725,10,1,500,Nadam,"{'epochs': 1, 'neurons': 500, 'optimizer': 'Nadam', 'batch_size': 10}",1,0.644764233257,0.644736845725,0.0,0.0,0.0,0.0
5,464.671215057,163.646000147,0.644764233257,0.644736845725,10,1,1000,Nadam,"{'epochs': 1, 'neurons': 1000, 'optimizer': 'Nadam', 'batch_size': 10}",1,0.644764233257,0.644736845725,0.0,0.0,0.0,0.0
6,901.842824936,318.688711882,0.644764233257,0.644736845725,10,1,2000,Nadam,"{'epochs': 1, 'neurons': 2000, 'optimizer': 'Nadam', 'batch_size': 10}",1,0.644764233257,0.644736845725,0.0,0.0,0.0,0.0
7,1106.45715094,395.780250072,0.644764233257,0.644736845725,10,1,2500,Nadam,"{'epochs': 1, 'neurons': 2500, 'optimizer': 'Nadam', 'batch_size': 10}",1,0.644764233257,0.644736845725,0.0,0.0,0.0,0.0
