,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall
0,5057.13120985,21.4339671135,0.947373830815,0.925309992706,0.933068549573,0.917679398148,0.957204043173,0.939117718742,0.949344633882,0.929108796296
