,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall
0,5689.95363903,20.0036141872,0.950303217186,0.930775288138,0.92121298002,0.940538194444,0.963748500942,0.949561403509,0.938819758673,0.960551697531
