,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall
0,12045.26842,30.5780439377,0.952615890636,0.932225815936,0.947549312612,0.917390046296,0.962617783108,0.94652747145,0.962232187344,0.931327160494
