,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall
0,2450.684858,29.68833208,0.952718676,0.932669789,0.943720379,0.921875,0.958344041,0.940524674,0.954284863,0.927155671
1,2449.515062,28.73816991,0.949326755,0.929278439,0.921479374,0.937210648,0.959757414,0.94368932,0.938223938,0.94921875
2,2480.443544,29.78910899,0.948915613,0.928396485,0.924533716,0.932291667,0.960528345,0.944584746,0.942205268,0.946976273
3,2466.792377,30.86280704,0.949121184,0.929677511,0.913201228,0.946759259,0.9565709,0.939849089,0.925098094,0.955078125
4,2460.057634,31.64927101,0.950765752,0.92961058,0.944461033,0.915219907,0.958087064,0.94003015,0.955881253,0.924696181
Average,2461.498695,30.14553781,0.950169596,0.929926561,0.929479146,0.930671296,0.958657553,0.941735596,0.943138684,0.940625
