,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall
0,651.1780388,133.289957,0.944648593,0.921266174,0.931136397,0.911603009,0.966077303,0.951683748,0.96324837,0.940393519
1,652.060282,143.5953441,0.945034049,0.920498049,0.946640165,0.895760995,0.970086349,0.9568057,0.982322463,0.932581019
2,652.97177,139.2354989,0.943055377,0.92127327,0.90519408,0.937934028,0.973375822,0.962909924,0.953218032,0.972800926
3,650.0025301,138.723182,0.941205191,0.916575512,0.924055286,0.909215856,0.969366776,0.956874096,0.957151129,0.956597222
4,649.1662328,132.815002,0.945265322,0.9228708,0.923941415,0.921802662,0.963404605,0.948120082,0.955079272,0.941261574
Average,651.0757708,137.5317968,0.943841706,0.920496761,0.926193469,0.91526331,0.968462171,0.95527871,0.962203853,0.948726852
