,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_batch_size,param_epochs,params,rank_test_score,split0_test_score,split0_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
31,16.3314490318,14.1455271244,0.644764228757,0.644736835684,1500,2,"{'epochs': 2, 'batch_size': 1500}",43,0.644764228757,0.644736835684,0.0,0.0,0.0,0.0
32,22.5475170612,15.5024349689,0.644764228757,0.644736835684,1500,4,"{'epochs': 4, 'batch_size': 1500}",43,0.644764228757,0.644736835684,0.0,0.0,0.0,0.0
33,36.0782439709,15.4643619061,0.644764228757,0.644736835684,1500,8,"{'epochs': 8, 'batch_size': 1500}",43,0.644764228757,0.644736835684,0.0,0.0,0.0,0.0
34,61.0448110104,16.2662651539,0.904664010786,0.907175166508,1500,16,"{'epochs': 16, 'batch_size': 1500}",21,0.904664010786,0.907175166508,0.0,0.0,0.0,0.0
35,116.639539957,22.7728040218,0.934960811959,0.945312494339,1500,32,"{'epochs': 32, 'batch_size': 1500}",15,0.934960811959,0.945312494339,0.0,0.0,0.0,0.0
36,14.6472270489,13.1711609364,0.644764232403,0.644736842301,2000,1,"{'epochs': 1, 'batch_size': 2000}",33,0.644764232403,0.644736842301,0.0,0.0,0.0,0.0
37,13.8151061535,13.4468297958,0.644764232403,0.644736842301,2000,2,"{'epochs': 2, 'batch_size': 2000}",33,0.644764232403,0.644736842301,0.0,0.0,0.0,0.0
38,20.3026530743,14.026640892,0.644764232403,0.644736842301,2000,4,"{'epochs': 4, 'batch_size': 2000}",33,0.644764232403,0.644736842301,0.0,0.0,0.0,0.0
39,33.2857928276,13.5207982063,0.644764232403,0.644736842301,2000,8,"{'epochs': 8, 'batch_size': 2000}",33,0.644764232403,0.644736842301,0.0,0.0,0.0,0.0
40,57.1447908878,17.0581531525,0.768289854728,0.770662010108,2000,16,"{'epochs': 16, 'batch_size': 2000}",24,0.768289854728,0.770662010108,0.0,0.0,0.0,0.0
41,108.095081091,18.6060488224,0.932416807521,0.941714640903,2000,32,"{'epochs': 32, 'batch_size': 2000}",17,0.932416807521,0.941714640903,0.0,0.0,0.0,0.0
42,16.5783829689,12.1143269539,0.644764234608,0.644736833576,5000,1,"{'epochs': 1, 'batch_size': 5000}",28,0.644764234608,0.644736833576,0.0,0.0,0.0,0.0
43,13.445235014,12.1815781593,0.644764234608,0.644736833576,5000,2,"{'epochs': 2, 'batch_size': 5000}",28,0.644764234608,0.644736833576,0.0,0.0,0.0,0.0
44,18.3663599491,12.3977520466,0.644764234608,0.644736833576,5000,4,"{'epochs': 4, 'batch_size': 5000}",28,0.644764234608,0.644736833576,0.0,0.0,0.0,0.0
45,28.4720079899,12.8099858761,0.644764234608,0.644736833576,5000,8,"{'epochs': 8, 'batch_size': 5000}",28,0.644764234608,0.644736833576,0.0,0.0,0.0,0.0
46,48.8038539886,15.2199671268,0.644764234608,0.644736833576,5000,16,"{'epochs': 16, 'batch_size': 5000}",28,0.644764234608,0.644736833576,0.0,0.0,0.0,0.0
47,91.4973380566,16.8619349003,0.898805087626,0.903371712977,5000,32,"{'epochs': 32, 'batch_size': 5000}",22,0.898805087626,0.903371712977,0.0,0.0,0.0,0.0
