Ratio,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall
0.2,661.2314672,133.1003424,0.9415186946,0.9178819924,0.9175181986,0.9192997685,0.9704152961,0.95833899,0.9607533714,0.9565393519
0.4,1310.953509,93.3682724,0.9473446176,0.9253511932,0.9323817572,0.9187692902,0.963396207,0.9480534398,0.955866022,0.940625
0.6,2008.872673,63.07366219,0.9478260868,0.9265150086,0.9276785528,0.925607639,0.9607264008,0.9444340896,0.9497896034,0.9392746914
0.8,2513.900638,31.80286927,0.9477027444,0.9258569042,0.9333764668,0.9188657407,0.9580253893,0.9404506479,0.9486456928,0.9326099537
