,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall
0,13035.0074322,16.5440838337,0.947271045328,0.927367973949,0.907956750762,0.947627314815,0.953538572236,0.935972802606,0.916816983488,0.955946180556
