,fit_time,score_time,test_accuracy,test_f1,test_precision,test_recall,train_accuracy,train_f1,train_precision,train_recall
0,16983.25313,14.691215992,0.949635111522,0.926071213036,0.967528373266,0.888020833333,0.960425553785,0.942460020924,0.974652241113,0.912326388889
