,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_batch_size,param_dropout_rate,param_epochs,param_neurons,param_optimizer,param_weight_constraint,params,rank_test_score,split0_test_score,split0_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,56.9812521935,40.2249538898,0.935371957569,0.94325657173,10,10,1,45,Nadam,5,"{'dropout_rate': 10, 'optimizer': 'Nadam', 'weight_constraint': 5, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",5,0.935371957569,0.94325657173,0.0,0.0,0.0,0.0
1,86.9676098824,39.2443349361,0.937042264572,0.949629926735,10,10,2,45,Nadam,5,"{'dropout_rate': 10, 'optimizer': 'Nadam', 'weight_constraint': 5, 'batch_size': 10, 'epochs': 2, 'neurons': 45}",4,0.937042264572,0.949629926735,0.0,0.0,0.0,0.0
2,165.131014824,41.1459600925,0.942053185964,0.95538650681,10,10,4,45,Nadam,5,"{'dropout_rate': 10, 'optimizer': 'Nadam', 'weight_constraint': 5, 'batch_size': 10, 'epochs': 4, 'neurons': 45}",1,0.942053185964,0.95538650681,0.0,0.0,0.0,0.0
3,330.769989967,41.2896289825,0.937170749518,0.95333058539,10,10,8,45,Nadam,5,"{'dropout_rate': 10, 'optimizer': 'Nadam', 'weight_constraint': 5, 'batch_size': 10, 'epochs': 8, 'neurons': 45}",3,0.937170749518,0.95333058539,0.0,0.0,0.0,0.0
4,643.400269985,37.7224168777,0.937376325861,0.966591277135,10,10,16,45,Nadam,5,"{'dropout_rate': 10, 'optimizer': 'Nadam', 'weight_constraint': 5, 'batch_size': 10, 'epochs': 16, 'neurons': 45}",2,0.937376325861,0.966591277135,0.0,0.0,0.0,0.0
