,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_batch_size,param_dropout_rate,param_epochs,param_neurons,param_optimizer,param_weight_constraint,params,rank_test_score,split0_test_score,split0_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,51.1394939423,52.3434131145,0.916458941786,0.916118412879,10,0.0,1,45,Nadam,1,"{'dropout_rate': 0.0, 'optimizer': 'Nadam', 'weight_constraint': 1, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",38,0.916458941786,0.916118412879,0.0,0.0,0.0,0.0
1,46.0976901054,55.6642279625,0.928870608135,0.931949006124,10,0.0,1,45,Nadam,2,"{'dropout_rate': 0.0, 'optimizer': 'Nadam', 'weight_constraint': 2, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",25,0.928870608135,0.931949006124,0.0,0.0,0.0,0.0
2,46.4967060089,47.4882421494,0.932134131486,0.936163644123,10,0.0,1,45,Nadam,3,"{'dropout_rate': 0.0, 'optimizer': 'Nadam', 'weight_constraint': 3, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",15,0.932134131486,0.936163644123,0.0,0.0,0.0,0.0
3,46.1047999859,51.4747171402,0.929821398499,0.938630749545,10,0.0,1,45,Nadam,4,"{'dropout_rate': 0.0, 'optimizer': 'Nadam', 'weight_constraint': 4, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",22,0.929821398499,0.938630749545,0.0,0.0,0.0,0.0
4,46.4072477818,51.7738761902,0.930797885542,0.937191604465,10,0.0,1,45,Nadam,5,"{'dropout_rate': 0.0, 'optimizer': 'Nadam', 'weight_constraint': 5, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",19,0.930797885542,0.937191604465,0.0,0.0,0.0,0.0
5,47.5954818726,55.8324401379,0.920724649211,0.928145551821,10,0.1,1,45,Nadam,1,"{'dropout_rate': 0.1, 'optimizer': 'Nadam', 'weight_constraint': 1, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",35,0.920724649211,0.928145551821,0.0,0.0,0.0,0.0
6,46.7116808891,52.0198709965,0.927508665497,0.934827295267,10,0.1,1,45,Nadam,2,"{'dropout_rate': 0.1, 'optimizer': 'Nadam', 'weight_constraint': 2, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",29,0.927508665497,0.934827295267,0.0,0.0,0.0,0.0
7,46.0625879765,55.4107029438,0.937350629029,0.943359367378,10,0.1,1,45,Nadam,3,"{'dropout_rate': 0.1, 'optimizer': 'Nadam', 'weight_constraint': 3, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",1,0.937350629029,0.943359367378,0.0,0.0,0.0,0.0
8,47.7609529495,58.5162408352,0.936785294145,0.941920222849,10,0.1,1,45,Nadam,4,"{'dropout_rate': 0.1, 'optimizer': 'Nadam', 'weight_constraint': 4, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",2,0.936785294145,0.941920222849,0.0,0.0,0.0,0.0
9,50.3872289658,58.6532070637,0.936271353551,0.94315377553,10,0.1,1,45,Nadam,5,"{'dropout_rate': 0.1, 'optimizer': 'Nadam', 'weight_constraint': 5, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",3,0.936271353551,0.94315377553,0.0,0.0,0.0,0.0
10,49.3496499062,54.1152360439,0.904278548414,0.90522203195,10,0.2,1,45,Nadam,1,"{'dropout_rate': 0.2, 'optimizer': 'Nadam', 'weight_constraint': 1, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",40,0.904278548414,0.90522203195,0.0,0.0,0.0,0.0
11,48.7807209492,51.8903830051,0.92799690936,0.933182558192,10,0.2,1,45,Nadam,2,"{'dropout_rate': 0.2, 'optimizer': 'Nadam', 'weight_constraint': 2, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",27,0.92799690936,0.933182558192,0.0,0.0,0.0,0.0
12,49.4467310905,53.2986800671,0.930695097321,0.936163643571,10,0.2,1,45,Nadam,3,"{'dropout_rate': 0.2, 'optimizer': 'Nadam', 'weight_constraint': 3, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",20,0.930695097321,0.936163643571,0.0,0.0,0.0,0.0
13,49.8452231884,55.584717989,0.931594493502,0.932771373761,10,0.2,1,45,Nadam,4,"{'dropout_rate': 0.2, 'optimizer': 'Nadam', 'weight_constraint': 4, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",18,0.931594493502,0.932771373761,0.0,0.0,0.0,0.0
14,50.5392849445,53.6903421879,0.931800070036,0.939658709642,10,0.2,1,45,Nadam,5,"{'dropout_rate': 0.2, 'optimizer': 'Nadam', 'weight_constraint': 5, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",17,0.931800070036,0.939658709642,0.0,0.0,0.0,0.0
15,50.759814024,56.3168361187,0.921033013722,0.927837164203,10,0.3,1,45,Nadam,1,"{'dropout_rate': 0.3, 'optimizer': 'Nadam', 'weight_constraint': 1, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",34,0.921033013722,0.927837164203,0.0,0.0,0.0,0.0
16,50.7190928459,60.5483679771,0.932545283774,0.935855255033,10,0.3,1,45,Nadam,2,"{'dropout_rate': 0.3, 'optimizer': 'Nadam', 'weight_constraint': 2, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",14,0.932545283774,0.935855255033,0.0,0.0,0.0,0.0
17,50.7133550644,57.9731469154,0.935551836713,0.94325657173,10,0.3,1,45,Nadam,3,"{'dropout_rate': 0.3, 'optimizer': 'Nadam', 'weight_constraint': 3, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",5,0.935551836713,0.94325657173,0.0,0.0,0.0,0.0
18,48.2555520535,59.1420178413,0.935397654546,0.940172689722,10,0.3,1,45,Nadam,4,"{'dropout_rate': 0.3, 'optimizer': 'Nadam', 'weight_constraint': 4, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",6,0.935397654546,0.940172689722,0.0,0.0,0.0,0.0
19,48.0467760563,58.8572030067,0.934960804944,0.938733545377,10,0.3,1,45,Nadam,5,"{'dropout_rate': 0.3, 'optimizer': 'Nadam', 'weight_constraint': 5, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",8,0.934960804944,0.938733545377,0.0,0.0,0.0,0.0
20,49.9129080772,58.9891569614,0.930566612298,0.931435025273,10,0.4,1,45,Nadam,1,"{'dropout_rate': 0.4, 'optimizer': 'Nadam', 'weight_constraint': 1, 'batch_size': 10, 'epochs': 1, 'neurons': 45}",21,0.930566612298,0.931435025273,0.0,0.0,0.0,0.0
