,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_batch_size,param_epochs,params,rank_test_score,split0_test_score,split0_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,45.6009058952,51.4315190315,0.926223813859,0.928145551331,10,1,"{'epochs': 1, 'batch_size': 10}",23,0.926223813859,0.928145551331,0.0,0.0,0.0,0.0
1,52.6119220257,51.9959909916,0.933213406191,0.942948183376,10,2,"{'epochs': 2, 'batch_size': 10}",16,0.933213406191,0.942948183376,0.0,0.0,0.0,0.0
2,92.2857539654,54.9885230064,0.937247840479,0.949527131026,10,4,"{'epochs': 4, 'batch_size': 10}",5,0.937247840479,0.949527131026,0.0,0.0,0.0,0.0
3,178.550421953,62.9265210629,0.929281760438,0.948910354441,10,8,"{'epochs': 8, 'batch_size': 10}",19,0.929281760438,0.948910354441,0.0,0.0,0.0,0.0
4,342.16392684,60.8914630413,0.942644217427,0.970497527944,10,16,"{'epochs': 16, 'batch_size': 10}",1,0.942644217427,0.970497527944,0.0,0.0,0.0,0.0
5,688.718917847,64.7042551041,0.938532692369,0.974917758526,10,32,"{'epochs': 32, 'batch_size': 10}",3,0.938532692369,0.974917758526,0.0,0.0,0.0,0.0
6,19.4987051487,17.7488620281,0.740896826567,0.736430920808,100,1,"{'epochs': 1, 'batch_size': 100}",25,0.740896826567,0.736430920808,0.0,0.0,0.0,0.0
7,17.3042759895,18.7316799164,0.929101891556,0.931537831423,100,2,"{'epochs': 2, 'batch_size': 100}",20,0.929101891556,0.931537831423,0.0,0.0,0.0,0.0
8,28.8925628662,20.2672131062,0.936117180267,0.939967103989,100,4,"{'epochs': 4, 'batch_size': 100}",10,0.936117180267,0.939967103989,0.0,0.0,0.0,0.0
9,48.5211000443,21.9142079353,0.930078378913,0.945826485042,100,8,"{'epochs': 8, 'batch_size': 100}",18,0.930078378913,0.945826485042,0.0,0.0,0.0,0.0
10,87.8371369839,30.04758811,0.937273547595,0.953330594017,100,16,"{'epochs': 16, 'batch_size': 100}",4,0.937273547595,0.953330594017,0.0,0.0,0.0,0.0
11,175.247706175,32.8129229546,0.939149430826,0.956414476331,100,32,"{'epochs': 32, 'batch_size': 100}",2,0.939149430826,0.956414476331,0.0,0.0,0.0,0.0
12,16.2748200893,14.7194390297,0.644764229807,0.644736841762,200,1,"{'epochs': 1, 'batch_size': 200}",36,0.644764229807,0.644736841762,0.0,0.0,0.0,0.0
13,15.5280928612,13.5586650372,0.644764229807,0.644736841762,200,2,"{'epochs': 2, 'batch_size': 200}",36,0.644764229807,0.644736841762,0.0,0.0,0.0,0.0
14,22.5871539116,14.6580848694,0.93375305237,0.93770558936,200,4,"{'epochs': 4, 'batch_size': 200}",14,0.93375305237,0.93770558936,0.0,0.0,0.0,0.0
15,36.1335129738,15.5789458752,0.936502633756,0.945209699144,200,8,"{'epochs': 8, 'batch_size': 200}",7,0.936502633756,0.945209699144,0.0,0.0,0.0,0.0
16,67.7041389942,27.8650259972,0.931902867057,0.943153779954,200,16,"{'epochs': 16, 'batch_size': 200}",17,0.931902867057,0.943153779954,0.0,0.0,0.0,0.0
17,122.66095686,26.522550106,0.93645123994,0.953741772051,200,32,"{'epochs': 32, 'batch_size': 200}",8,0.93645123994,0.953741772051,0.0,0.0,0.0,0.0
18,17.6949739456,15.5110080242,0.644764230082,0.644736840733,500,1,"{'epochs': 1, 'batch_size': 500}",34,0.644764230082,0.644736840733,0.0,0.0,0.0,0.0
19,15.9415130615,17.5706710815,0.644764230082,0.644736840733,500,2,"{'epochs': 2, 'batch_size': 500}",34,0.644764230082,0.644736840733,0.0,0.0,0.0,0.0
20,26.3042180538,15.6682159901,0.653295644103,0.651212993715,500,4,"{'epochs': 4, 'batch_size': 500}",26,0.653295644103,0.651212993715,0.0,0.0,0.0,0.0
21,35.5871489048,18.3140931129,0.928022609974,0.932771377756,500,8,"{'epochs': 8, 'batch_size': 500}",22,0.928022609974,0.932771377756,0.0,0.0,0.0,0.0
22,71.9414610863,22.2094709873,0.935012201877,0.946546047215,500,16,"{'epochs': 16, 'batch_size': 500}",12,0.935012201877,0.946546047215,0.0,0.0,0.0,0.0
23,137.021018028,29.0539729595,0.934806629309,0.952713810618,500,32,"{'epochs': 32, 'batch_size': 500}",13,0.934806629309,0.952713810618,0.0,0.0,0.0,0.0
24,14.3643200397,14.563256979,0.644764228742,0.644736831174,1000,1,"{'epochs': 1, 'batch_size': 1000}",38,0.644764228742,0.644736831174,0.0,0.0,0.0,0.0
25,16.6322691441,14.6311838627,0.644764228742,0.644736831174,1000,2,"{'epochs': 2, 'batch_size': 1000}",38,0.644764228742,0.644736831174,0.0,0.0,0.0,0.0
26,23.1365640163,16.5032150745,0.644764228742,0.644736831174,1000,4,"{'epochs': 4, 'batch_size': 1000}",38,0.644764228742,0.644736831174,0.0,0.0,0.0,0.0
27,36.9618630409,17.2388439178,0.644764228742,0.644736831174,1000,8,"{'epochs': 8, 'batch_size': 1000}",38,0.644764228742,0.644736831174,0.0,0.0,0.0,0.0
28,69.0211048126,17.9196970463,0.933444691757,0.936883228586,1000,16,"{'epochs': 16, 'batch_size': 1000}",15,0.933444691757,0.936883228586,0.0,0.0,0.0,0.0
29,125.914003849,22.8801090717,0.936913784321,0.949938328986,1000,32,"{'epochs': 32, 'batch_size': 1000}",6,0.936913784321,0.949938328986,0.0,0.0,0.0,0.0
30,12.4586749077,15.0361859798,0.644764228574,0.644736840365,1500,1,"{'epochs': 1, 'batch_size': 1500}",42,0.644764228574,0.644736840365,0.0,0.0,0.0,0.0
31,14.1711158752,14.3775501251,0.644764228574,0.644736840365,1500,2,"{'epochs': 2, 'batch_size': 1500}",42,0.644764228574,0.644736840365,0.0,0.0,0.0,0.0
32,22.8738849163,13.8751490116,0.644764228574,0.644736840365,1500,4,"{'epochs': 4, 'batch_size': 1500}",42,0.644764228574,0.644736840365,0.0,0.0,0.0,0.0
33,34.9557039738,16.4020650387,0.644841320974,0.644839638158,1500,8,"{'epochs': 8, 'batch_size': 1500}",28,0.644841320974,0.644839638158,0.0,0.0,0.0,0.0
34,61.6664159298,16.1444261074,0.928151102915,0.932257395336,1500,16,"{'epochs': 16, 'batch_size': 1500}",21,0.928151102915,0.932257395336,0.0,0.0,0.0,0.0
35,116.346296072,20.4443800449,0.936297059189,0.94706003836,1500,32,"{'epochs': 32, 'batch_size': 1500}",9,0.936297059189,0.94706003836,0.0,0.0,0.0,0.0
